E00292	R00008	E02211
E02497	R00002	E01208
E01328	R00010	E02208
E01350	R00019	E01119
E00951	R00004	E00297
E01397	R00012	E01287
E01763	R00006	E00791
E00543	R00011	E01675
E02664	R00001	E00266
E01241	R00018	E01324
E02531	R00012	E00488
E01990	R00013	E00363
E00779	R00018	E02015
E02497	R00016	E00897
E01737	R00018	E01169
E02279	R00016	E02205
E01553	R00012	E00924
E00719	R00006	E00683
E01715	R00012	E02256
E01931	R00005	E01884
E01397	R00012	E00304
E02642	R00018	E02039
E02286	R00018	E00703
E00195	R00012	E00462
E02067	R00003	E02448
E00290	R00004	E00511
E00877	R00001	E01373
E02364	R00016	E01346
E01118	R00008	E00740
E02255	R00006	E01398
E01736	R00016	E01391
E01181	R00001	E01614
E02398	R00005	E01553
E01335	R00011	E01683
E01366	R00003	E02066
E01551	R00006	E02352
E01218	R00000	E00370
E01769	R00018	E02679
E00298	R00019	E01476
E00180	R00006	E00791
E02286	R00008	E00109
E00953	R00012	E00848
E01328	R00010	E02415
E01763	R00012	E02105
E00366	R00002	E00742
E00521	R00002	E00886
E02626	R00000	E02271
E02133	R00006	E01780
E00779	R00018	E01021
E00629	R00018	E02679
E00459	R00015	E00347
E02425	R00001	E02241
E00026	R00006	E02541
E02371	R00012	E00511
E01241	R00018	E01902
E02580	R00018	E02103
E02493	R00009	E00857
E00905	R00019	E00418
E02519	R00015	E02473
E00869	R00005	E00816
E00953	R00012	E00330
E02037	R00005	E01697
E00913	R00000	E01191
E02078	R00004	E02149
E00998	R00011	E01106
E01667	R00005	E02572
E01990	R00011	E02697
E01210	R00018	E00618
E01483	R00010	E02128
E00083	R00018	E01217
E02532	R00005	E02115
E00373	R00005	E00204
E01073	R00002	E02582
E00822	R00003	E00930
E00876	R00018	E01976
E01238	R00000	E02455
E00889	R00000	E01050
E01138	R00002	E00349
E00605	R00000	E00212
E00889	R00000	E02288
E01604	R00013	E01963
E01062	R00001	E01805
E01264	R00018	E02543
E00074	R00001	E00429
E00823	R00012	E02141
E01990	R00013	E01776
E01171	R00012	E01410
E00898	R00018	E00618
E01863	R00010	E00207
E01235	R00004	E01739
E01096	R00002	E01505
E02497	R00016	E02261
E00913	R00000	E02531
E01373	R00018	E00108
E01198	R00005	E00931
E01965	R00002	E00994
E01325	R00018	E01267
E02642	R00018	E01324
E01181	R00016	E00474
E01597	R00005	E00531
E01655	R00010	E00015
E00945	R00004	E01566
E01813	R00010	E02128
E01373	R00018	E01652
E02657	R00012	E00330
E01062	R00015	E01914
E02371	R00012	E00304
E01328	R00010	E00206
E02231	R00002	E01046
E01242	R00011	E00515
E02211	R00000	E02288
E00083	R00018	E01169
E00678	R00014	E02051
E01202	R00020	E00028
E00272	R00018	E01976
E02071	R00010	E02322
E02603	R00000	E02455
E02006	R00018	E00218
E01906	R00016	E00042
E00246	R00008	E00360
E00855	R00016	E01890
E02546	R00002	E01094
E00839	R00010	E01497
E01483	R00010	E01929
E00239	R00015	E01287
E01239	R00012	E01287
E02478	R00003	E01635
E00884	R00003	E00604
E01325	R00018	E00536
E02227	R00018	E02145
E00626	R00014	E00816
E00687	R00018	E01390
E00953	R00012	E01006
E00779	R00018	E00703
E02657	R00012	E00901
E01142	R00012	E00907
E02414	R00001	E00589
E01891	R00017	E01161
E02410	R00000	E01931
E02438	R00000	E01050
E00791	R00002	E01930
E00687	R00018	E02679
E00427	R00001	E00031
E01553	R00012	E00511
E02138	R00005	E02422
E00148	R00018	E00076
E00187	R00018	E00193
E02358	R00018	E01116
E01932	R00008	E01480
E00499	R00008	E00040
E00622	R00018	E00703
E02436	R00014	E02051
E01034	R00015	E00347
E00191	R00008	E01557
E00629	R00018	E02671
E00819	R00001	E02491
E00788	R00005	E01281
E00050	R00005	E01565
E00083	R00018	E02145
E01683	R00014	E00140
E01805	R00010	E00206
E02438	R00000	E02242
E00215	R00015	E00342
E00764	R00005	E02425
E02642	R00018	E00626
E01121	R00012	E02202
E00148	R00018	E01976
E00262	R00010	E01111
E00139	R00013	E02115
E01223	R00008	E01537
E00508	R00008	E01768
E02436	R00006	E00920
E01240	R00018	E02497
E01071	R00008	E00271
E00215	R00019	E00103
E00506	R00007	E01320
E00327	R00000	E02043
E01304	R00016	E00189
E00327	R00000	E01635
E01264	R00018	E01324
E01139	R00019	E02593
E01662	R00018	E00626
E00589	R00005	E01016
E00687	R00018	E02103
E01517	R00010	E01932
E01697	R00015	E02429
E02621	R00009	E02430
E01669	R00006	E01060
E02286	R00018	E01324
E00820	R00008	E02189
E01721	R00008	E02524
E01419	R00012	E01656
E00459	R00005	E01442
E02131	R00011	E02580
E01397	R00012	E01675
E00501	R00010	E00259
E00554	R00005	E01682
E00501	R00006	E02392
E01179	R00006	E00286
E02590	R00018	E00977
E01871	R00002	E00354
E02261	R00015	E00946
E02439	R00019	E01588
E01239	R00012	E00304
E01259	R00005	E01885
E01191	R00012	E00330
E00770	R00014	E00816
E02499	R00016	E00264
E00882	R00008	E00569
E00026	R00006	E01060
E01370	R00008	E02125
E01861	R00013	E00363
E01466	R00012	E01006
E00702	R00018	E01390
E00886	R00013	E01822
E02603	R00000	E01544
E01697	R00010	E02370
E00237	R00004	E00606
E00288	R00007	E02147
E01467	R00012	E02105
E00377	R00004	E01566
E00441	R00015	E01282
E01072	R00018	E00626
E01418	R00014	E00697
E02185	R00000	E00106
E00779	R00018	E00089
E02024	R00005	E02376
E00898	R00018	E00193
E00223	R00019	E00732
E01911	R00016	E00077
E00770	R00014	E01449
E00203	R00012	E02009
E00884	R00003	E00335
E01587	R00012	E01656
E00822	R00003	E00508
E01948	R00006	E00628
E01673	R00018	E00618
E00752	R00010	E00427
E01098	R00010	E01497
E00605	R00000	E01931
E02416	R00008	E00806
E00791	R00005	E00073
E02497	R00016	E00241
E02366	R00017	E02305
E01503	R00017	E01735
E00687	R00018	E01976
E00521	R00010	E01823
E00153	R00008	E00613
E02580	R00018	E00076
E01899	R00005	E01562
E01502	R00002	E00673
E01136	R00018	E02497
E01559	R00018	E01267
E00087	R00018	E01164
E00898	R00018	E02671
E00737	R00001	E01592
E02087	R00018	E01164
E02185	R00000	E02064
E00893	R00015	E00976
E00702	R00018	E02039
E00898	R00018	E01095
E00540	R00005	E01202
E01394	R00019	E00299
E00815	R00019	E01298
E00956	R00003	E00491
E01715	R00012	E02105
E01481	R00019	E00419
E02489	R00012	E00848
E00389	R00008	E01954
E00752	R00010	E01150
E01158	R00014	E00307
E00718	R00018	E02671
E01423	R00004	E02627
E02333	R00012	E01287
E02642	R00018	E02497
E01447	R00001	E01036
E00671	R00012	E01178
E01655	R00010	E00207
E02634	R00012	E00462
E01766	R00019	E00318
E01764	R00007	E01310
E02364	R00016	E00077
E02491	R00010	E01981
E01439	R00001	E00711
E00972	R00001	E02369
E00889	R00000	E00419
E01266	R00003	E00508
E01918	R00005	E02463
E00876	R00018	E01324
E00822	R00003	E00335
E01467	R00012	E02141
E01241	R00018	E02497
E00203	R00012	E01675
E00893	R00015	E02473
E02066	R00018	E01452
E00648	R00001	E01181
E01141	R00016	E00462
E00079	R00018	E00193
E01072	R00018	E01217
E02369	R00016	E01807
E00716	R00011	E02697
E01218	R00000	E01544
E02208	R00005	E00910
E02410	R00000	E01925
E02283	R00004	E00536
E01863	R00010	E00892
E01763	R00012	E02009
E02438	R00000	E00489
E01721	R00006	E02415
E01397	R00012	E01843
E00633	R00008	E01007
E01604	R00013	E02115
E01633	R00019	E02676
E02078	R00004	E02328
E00119	R00002	E02391
E02590	R00018	E00218
E01264	R00018	E00108
E01975	R00002	E00003
E02454	R00006	E00628
E01429	R00014	E01525
E02634	R00012	E01712
E01021	R00016	E01807
E00977	R00002	E01534
E01366	R00003	E02122
E01669	R00006	E02415
E02535	R00006	E01243
E01697	R00015	E01143
E01427	R00010	E01150
E00661	R00018	E01164
E00272	R00018	E02103
E02367	R00018	E01116
E00718	R00018	E01652
E01936	R00003	E02144
E00316	R00019	E00599
E00898	R00018	E01733
E00876	R00018	E02679
E01697	R00010	E00892
E00156	R00013	E00363
E01703	R00002	E01440
E00257	R00005	E00539
E01939	R00000	E02531
E00605	R00000	E01050
E00377	R00004	E00511
E00521	R00010	E01150
E00113	R00001	E00110
E01324	R00002	E02481
E00262	R00010	E02322
E00629	R00018	E01324
E00079	R00018	E00108
E02343	R00002	E01234
E00434	R00012	E00901
E01736	R00016	E00474
E01683	R00001	E02288
E01349	R00019	E00714
E01171	R00012	E01843
E02227	R00018	E02497
E00951	R00004	E00176
E00738	R00001	E01246
E01373	R00018	E00536
E00203	R00012	E00901
E01121	R00012	E00330
E00718	R00018	E00321
E01220	R00019	E00282
E00952	R00006	E00286
E02399	R00012	E00907
E02155	R00004	E01628
E02489	R00012	E00179
E00961	R00011	E01675
E00102	R00019	E00401
E00203	R00012	E01541
E00687	R00018	E01652
E01211	R00019	E00226
E01239	R00012	E01712
E01151	R00000	E00489
E01236	R00010	E00427
E00445	R00005	E01783
E00921	R00008	E02065
E01226	R00014	E00307
E02369	R00016	E00618
E01863	R00010	E02322
E02185	R00000	E00419
E01517	R00010	E01150
E01721	R00006	E00190
E02531	R00012	E01287
E01442	R00001	E02192
E00876	R00018	E01390
E01179	R00006	E02352
E01998	R00008	E02542
E00905	R00002	E00424
E00953	R00012	E00075
E00913	R00000	E00489
E02076	R00015	E02626
E01605	R00018	E02543
E01169	R00005	E01326
E00661	R00018	E00218
E02172	R00019	E01435
E00108	R00003	E02298
E02068	R00010	E01649
E01905	R00012	E00330
E00775	R00012	E02284
E02185	R00000	E02155
E01567	R00019	E01769
E02185	R00000	E01050
E00109	R00001	E00249
E00629	R00018	E01267
E01519	R00014	E02051
E01151	R00000	E02155
E00861	R00000	E02271
E01955	R00019	E02324
E00425	R00000	E02531
E01926	R00015	E02473
E00764	R00019	E01620
E01729	R00001	E01788
E02568	R00001	E01141
E01419	R00012	E01410
E00107	R00008	E00664
E01483	R00010	E01058
E00506	R00007	E02027
E01098	R00010	E02208
E00148	R00018	E02543
E01146	R00001	E00504
E01335	R00011	E00789
E00200	R00008	E01190
E00961	R00011	E01106
E02371	R00012	E00087
E01294	R00008	E02693
E01136	R00018	E00193
E01723	R00005	E01527
E00246	R00005	E00156
E02006	R00018	E01976
E02497	R00016	E00474
E01158	R00014	E01525
E02631	R00006	E01880
E01151	R00000	E00419
E01862	R00019	E00186
E00016	R00004	E01739
E00284	R00002	E00678
E00016	R00004	E00976
E00079	R00018	E00150
E01714	R00003	E00264
E01715	R00012	E00901
E01697	R00010	E01497
E00240	R00002	E01336
E02333	R00012	E00045
E01934	R00005	E00682
E00750	R00001	E01876
E02261	R00015	E00342
E01993	R00006	E02541
E00362	R00002	E00010
E01954	R00009	E01126
E01832	R00019	E00723
E02076	R00015	E02429
E02081	R00005	E02476
E02621	R00009	E01556
E02592	R00005	E00106
E00823	R00012	E02284
E00079	R00018	E02145
E00866	R00000	E02043
E01419	R00012	E00463
E00661	R00018	E02440
E00671	R00012	E00907
E00272	R00018	E00108
E00337	R00019	E00299
E01028	R00008	E01683
E00000	R00018	E00626
E00215	R00015	E02302
E00847	R00019	E02577
E00396	R00001	E00873
E02358	R00018	E02440
E01226	R00014	E02051
E01559	R00018	E00089
E01190	R00008	E01158
E00187	R00018	E02679
E01240	R00018	E02440
E02093	R00002	E02376
E00195	R00012	E00901
E02067	R00003	E00335
E01262	R00004	E02328
E02603	R00000	E01635
E01218	R00000	E01944
E00239	R00002	E02328
E01483	R00010	E02415
E01165	R00001	E01954
E02024	R00001	E00427
E01935	R00016	E00042
E01261	R00013	E00996
E00560	R00002	E02028
E02155	R00004	E00176
E02564	R00008	E02613
E02670	R00008	E01670
E01462	R00003	E00491
E02107	R00000	E02155
E01990	R00013	E01822
E00201	R00008	E01976
E01240	R00018	E00089
E00156	R00013	E00102
E01098	R00010	E02415
E01389	R00010	E00015
E01136	R00018	E00457
E02642	R00018	E01021
E02258	R00005	E00625
E01763	R00012	E02202
E00545	R00001	E02049
E02261	R00015	E01207
E00156	R00013	E00996
E02642	R00018	E00703
E00615	R00019	E01643
E01662	R00018	E00150
E00629	R00018	E00457
E01366	R00003	E00264
E00779	R00018	E01902
E00086	R00000	E02098
E01905	R00012	E00511
E01179	R00006	E02392
E01737	R00018	E02671
E01221	R00012	E00488
E02187	R00015	E02378
E02279	R00016	E02021
E00107	R00003	E01536
E00726	R00013	E00102
E01906	R00016	E00474
E00779	R00018	E02671
E01227	R00012	E01541
E00957	R00008	E00450
E02608	R00007	E02147
E00273	R00006	E01417
E00215	R00015	E01207
E01798	R00001	E00359
E01772	R00008	E02152
E01098	R00010	E00651
E01692	R00001	E00496
E01090	R00002	E00982
E01062	R00015	E00150
E01673	R00018	E01452
E02332	R00013	E02394
E01462	R00003	E00692
E01220	R00012	E02334
E01466	R00012	E00463
E00239	R00015	E02302
E00552	R00002	E02533
E00156	R00013	E02635
E01395	R00000	E02271
E00079	R00018	E01976
E00443	R00005	E02385
E02369	R00016	E00077
E01948	R00006	E01417
E01227	R00012	E00304
E02279	R00016	E00462
E01110	R00001	E01205
E00187	R00018	E01652
E02436	R00006	E00355
E00726	R00013	E00996
E02358	R00018	E00626
E01215	R00005	E00465
E02369	R00016	E02170
E02215	R00019	E00477
E02661	R00006	E02656
E00087	R00018	E01021
E02215	R00008	E00253
E00728	R00012	E01410
E01009	R00019	E00621
E01429	R00014	E00697
E01811	R00001	E02038
E00108	R00003	E02139
E00187	R00018	E01164
E00671	R00005	E00533
E02071	R00009	E01452
E02436	R00014	E00697
E02279	R00016	E01807
E00148	R00018	E00457
E02514	R00002	E02480
E01857	R00008	E02371
E00751	R00008	E02491
E02436	R00014	E01639
E01261	R00013	E00102
E01863	R00010	E01649
E02211	R00000	E02271
E01226	R00014	E00690
E01238	R00000	E01925
E02489	R00012	E02129
E01786	R00009	E01452
E01264	R00018	E00193
E01709	R00007	E02147
E01662	R00001	E00659
E02231	R00019	E00945
E00501	R00010	E00206
E00079	R00018	E01907
E01227	R00012	E02009
E00876	R00018	E02497
E02058	R00009	E01154
E01844	R00008	E00595
E02441	R00008	E01226
E01805	R00010	E00651
E01148	R00002	E01735
E00272	R00018	E00930
E02626	R00000	E00029
E00180	R00006	E01112
E01282	R00002	E02119
E00244	R00006	E00791
E02366	R00003	E00930
E02191	R00001	E00851
E01283	R00005	E01395
E01519	R00014	E01562
E00266	R00001	E02258
E01552	R00019	E01295
E00917	R00004	E00606
E00952	R00006	E01024
E00068	R00019	E02210
E01396	R00016	E00462
E00521	R00010	E02370
E00044	R00013	E01493
E02214	R00003	E00264
E01553	R00012	E00901
E00262	R00001	E00002
E02145	R00019	E01804
E02061	R00002	E02331
E01035	R00002	E02367
E00139	R00013	E00363
E01697	R00010	E01932
E02580	R00018	E01390
E01003	R00004	E00606
E00156	R00013	E01963
E02273	R00007	E00968
E01662	R00018	E00108
E00898	R00018	E01470
E02278	R00005	E02332
E02580	R00018	E01116
E01237	R00003	E02298
E01466	R00012	E01541
E00975	R00005	E01074
E01158	R00008	E00742
E00521	R00010	E00892
E00377	R00004	E00176
E00215	R00015	E01340
E01905	R00003	E00458
E00728	R00012	E02202
E00822	R00003	E01635
E01236	R00006	E01024
E02105	R00008	E00122
E02087	R00018	E02215
E02497	R00019	E02641
E00245	R00008	E00986
E01261	R00013	E02597
E01171	R00012	E02129
E01389	R00002	E02500
E02078	R00004	E00297
E02364	R00016	E00792
E01545	R00008	E00851
E02381	R00018	E01652
E01911	R00016	E00474
E00144	R00012	E01287
E01274	R00000	E02271
E01763	R00012	E00087
E00719	R00006	E02541
E02645	R00002	E00633
E00719	R00006	E01112
E02172	R00002	E00603
E00026	R00006	E00286
E00098	R00014	E01885
E01605	R00018	E01164
E01098	R00010	E02128
E00144	R00012	E00309
E01782	R00017	E01735
E00434	R00012	E01287
E01104	R00000	E02242
E00215	R00015	E01287
E02327	R00005	E02239
E02020	R00005	E01825
E01121	R00012	E00304
E01782	R00017	E00060
E01136	R00018	E02679
E01673	R00018	E01021
E01136	R00018	E01116
E02214	R00003	E00491
E01906	R00016	E02170
E01072	R00018	E01652
E01025	R00005	E01060
E01397	R00012	E00907
E01220	R00012	E01328
E02227	R00019	E01465
E02410	R00000	E00106
E01010	R00002	E01952
E00239	R00015	E02378
E02076	R00015	E01415
E01133	R00017	E00885
E02580	R00018	E00626
E00543	R00011	E02441
E01810	R00002	E00838
E00671	R00012	E01328
E00156	R00013	E02597
E00956	R00003	E00508
E02105	R00015	E00150
E01493	R00001	E01437
E01966	R00013	E01859
E01654	R00020	E02126
E00107	R00003	E00491
E02273	R00007	E02109
E00962	R00005	E01595
E02399	R00012	E00924
E00889	R00000	E00065
E00521	R00010	E00259
E00779	R00018	E00218
E01242	R00011	E01675
E00719	R00006	E00286
E01769	R00018	E01976
E02331	R00019	E02383
E01813	R00010	E01929
E00866	R00000	E00106
E02077	R00005	E01446
E01813	R00010	E01455
E00437	R00010	E01981
E00889	R00016	E02205
E00044	R00013	E01547
E00961	R00011	E01802
E01786	R00009	E02475
E02238	R00015	E02626
E01673	R00018	E00626
E01151	R00000	E02673
E01685	R00008	E01081
E00839	R00010	E01058
E00886	R00013	E02115
E01723	R00004	E01566
E02369	R00016	E01621
E02046	R00019	E01421
E01241	R00018	E01164
E00893	R00015	E01287
E01089	R00000	E00370
E01906	R00016	E00264
E00718	R00018	E01217
E02127	R00019	E00997
E01000	R00019	E01068
E01427	R00010	E01455
E00501	R00010	E00679
E01221	R00012	E02202
E02661	R00006	E01024
E02631	R00006	E00801
E00000	R00018	E01217
E01589	R00002	E01336
E00572	R00019	E01448
E02367	R00018	E00321
E01669	R00006	E02541
E02059	R00019	E02680
E02388	R00008	E00205
E00951	R00004	E02149
E01325	R00018	E00626
E01313	R00001	E02576
E02006	R00018	E02679
E01714	R00003	E02140
E01210	R00018	E02039
E01280	R00012	E02256
E02431	R00019	E02138
E01325	R00018	E02103
E02238	R00015	E01481
E01752	R00002	E02675
E00187	R00018	E01267
E00213	R00008	E01907
E00086	R00000	E01191
E01313	R00002	E00954
E00876	R00018	E02440
E01763	R00012	E01675
E00945	R00004	E02328
E01142	R00012	E02105
E02655	R00019	E00769
E02031	R00019	E02211
E01763	R00012	E00075
E00340	R00017	E00269
E00884	R00003	E01408
E02006	R00018	E02145
E00597	R00005	E02642
E02367	R00018	E01164
E02135	R00002	E02308
E01218	R00000	E01050
E00218	R00008	E01667
E01062	R00015	E00946
E00952	R00006	E02392
E01089	R00000	E00212
E02044	R00016	E01346
E00233	R00002	E02317
E00600	R00002	E00923
E00026	R00006	E00801
E02188	R00013	E01547
E00273	R00019	E00930
E00855	R00016	E01334
E01966	R00019	E01029
E00850	R00002	E00884
E01662	R00018	E02671
E02333	R00012	E00149
E01626	R00002	E01553
E01240	R00018	E02145
E00090	R00016	E00241
E01062	R00014	E01562
E00273	R00006	E00791
E01637	R00002	E02291
E00951	R00004	E01739
E01221	R00012	E02284
E00866	R00000	E01850
E00377	R00004	E00297
E00023	R00014	E01137
E01218	R00000	E00065
E01136	R00018	E02440
E02359	R00002	E01068
E01262	R00004	E00886
E02068	R00010	E01767
E00626	R00014	E01575
E01389	R00010	E00892
E01142	R00008	E02493
E02085	R00019	E01429
E00262	R00010	E01767
E00779	R00018	E01169
E01948	R00006	E02239
E01262	R00004	E00511
E01483	R00010	E00015
E00377	R00004	E00856
E01396	R00016	E01621
E00953	R00012	E00309
E01763	R00012	E01287
E02524	R00002	E02612
E00297	R00008	E01583
E01499	R00006	E00920
E00425	R00000	E00370
E01264	R00018	E01976
E00543	R00011	E02580
E01089	R00000	E01931
E00839	R00010	E02415
E01715	R00012	E00179
E02489	R00012	E01178
E00000	R00018	E00536
E01089	R00000	E01191
E02626	R00000	E01944
E02497	R00016	E02205
E00706	R00012	E00488
E02661	R00006	E00355
E00083	R00018	E01390
E02332	R00013	E02140
E01195	R00005	E01411
E02367	R00018	E02679
E01419	R00012	E00488
E00823	R00012	E01006
E02214	R00003	E00335
E02634	R00012	E01656
E00425	R00000	E00065
E01171	R00012	E00463
E01221	R00012	E01338
E00178	R00000	E01050
E00107	R00001	E01810
E02283	R00004	E00297
E02242	R00001	E01235
E02621	R00009	E02100
E00661	R00018	E02015
E00016	R00004	E01566
E02283	R00004	E00624
E02066	R00018	E01324
E01559	R00018	E02497
E01499	R00006	E00628
E02493	R00009	E00355
E02499	R00016	E02170
E01218	R00000	E00029
E01517	R00010	E00206
E00154	R00005	E02416
E02642	R00018	E02015
E01274	R00000	E02673
E02369	R00003	E02122
E00388	R00007	E01412
E00272	R00018	E00321
E02192	R00008	E00996
E01210	R00018	E00218
E00322	R00013	E02140
E00544	R00012	E01287
E00775	R00016	E01391
E01747	R00019	E01929
E02279	R00016	E01346
E00702	R00018	E00089
E02369	R00016	E00462
E01108	R00016	E01807
E00552	R00002	E01809
E01658	R00005	E02215
E00195	R00012	E02334
E00249	R00006	E00801
E01250	R00008	E01963
E01271	R00001	E00474
E01289	R00016	E00241
E02185	R00000	E02288
E00258	R00019	E01556
E00434	R00012	E00087
E00125	R00001	E00606
E01062	R00015	E01415
E01673	R00018	E00930
E01210	R00018	E01652
E01397	R00012	E00179
E02580	R00018	E00218
E01655	R00010	E00651
E00770	R00014	E00780
E01764	R00007	E00578
E00858	R00002	E00709
E00409	R00001	E02623
E01953	R00008	E00852
E00775	R00016	E02205
E01905	R00003	E02144
E01954	R00009	E00857
E01366	R00003	E00335
E00560	R00019	E01918
E01269	R00008	E00777
E00671	R00012	E01712
E02410	R00000	E02455
E01993	R00006	E00683
E00861	R00000	E02288
E00272	R00018	E01217
E00937	R00019	E00263
E01763	R00012	E02334
E01061	R00018	E01068
E00016	R00004	E02328
